	D12S391	ENSG00000205791.2	ENSG00000111261.8	ENSG00000165714.6	ENSG00000070018.4
HG00138	23.945086705202307	0.34616580392552504	0.0524662627603934	5.16274080078417	0.950680415662264
HG00159	22.21142857142857	0.103235914458363	0.0425891478029259	9.42688020917784	0.979088783949835
HG00108	19.5	0.179892768223816	0.0324228104628192	6.4015948173761785	1.77111338038473
NA19256	20.502890173410407	0.225805630030692	0.0727965658884007	10.6116821047809	2.26085801152718
HG00111	19.431428571428565	0.139706480864814	0.0076935812375585905	5.90774754090909	0.946616736689887
HG00143	20.10511363636364	0.271499657301294	0.0204804539594973	5.91718162667561	1.22207701632639
NA19119	26.517341040462426	0.240836486184641	0.082015993234523	7.1739812780573	-0.7097916958079721
NA12751	20.028901734104046	0.253764826632585	0.216205364272782	7.61799710851017	4.19999852920888
HG00121	19.29824561403509	0.27986012542924604	0.0322440450523621	6.98913143260318	1.27808863599886
NA20515	22.954285714285717	0.0922172995656928	0.00412463810905214	6.0165800839904	0.7290839842269861
NA20512	21.17142857142857	0.0989723571892551	0.0108066226320891	5.4354676960727	0.987953451832048
NA06989	20.73571428571429	0.128953284292328	0.0967824337451469	5.7558972529990315	1.7352903795253
HG00281	20.587570621468924	0.185409531496522	0.126060232014295	6.44096607057211	2.01230850548462
HG00383	19.47142857142857	0.170485200861214	0.00677280879553339	6.40095088630619	2.00002664263451
NA12716	19.846153846153847	0.25751423766157394	0.0881305878598252	9.83493550122955	2.3147332112707497
NA12718	19.343023255813954	0.20030624891337	0.062184936959815015	5.39677761893929	1.6286402347307
HG00137	18.90445859872612	0.0786848289654487	0.139235326759705	4.44515260126242	1.46367218690847
NA20790	19.2816091954023	0.22188918659549106	0.0545486062567863	6.028691010648379	0.556959532954918
NA18489	16.0	0.189481427948552	-0.00214284068914607	4.713557103669482	0.25807785366694
HG00334	20.355263157894736	0.295797033908906	0.0530389369829979	5.79211300878026	2.60369045061458
NA20803	19.770270270270267	0.108751128401634	0.0112558730786479	4.88637244233351	0.603217386168327
NA11892	21.59537572254335	0.229328584218189	0.0249579767847284	4.25669827952471	1.47482474286342
HG00232	19.392441860465127	0.164014251664106	0.0371014970613277	5.985688943657629	1.76940199723409
HG00369	20.28910614525139	0.218478879665604	0.0455182028595386	8.600076255039259	0.607949233753441
NA19152	27.0	0.215617550060413	0.0273416869321506	8.53820404143024	-0.0635434098003849
NA07037	21.204545454545453	0.250665778467029	0.0120711297419151	7.214841105685902	2.43346131885869
NA11831	19.905172413793107	0.235125419256432	0.00153192911310181	5.004242553596598	1.4108754209309
HG00133	26.954022988505745	0.19993288868208	0.0104967217803521	6.36970345139851	0.8649952521942571
NA19248	19.198571428571427	0.222919500680815	-0.0123319600263226	4.50224701003066	0.860465741395041
NA11830	16.873563218390807	0.147046258876082	0.0357784469412916	6.77178121695792	1.5359487410460202
HG00126	16.046511627906977	0.121180436624737	0.0919651309943704	5.45370001907153	1.10095882509187
NA20813	21.660919540229887	0.167799987281463	0.0546869809319722	5.78308454484126	0.979756592310145
NA11994	17.17528735632184	0.130107093747799	0.0866056528277523	7.53022072014554	1.22291024406952
NA19209	19.51724137931034	0.132760117909519	0.0383282826816299	6.11832211139964	2.97675195655343
HG00255	20.23563218390805	0.0795317919904793	0.0010922672402300304	5.4366624600284315	0.747106427275883
NA19225	18.7183908045977	0.141762916565394	0.0654622907820419	6.95650117211182	0.136842190402718
NA20532	24.947976878612714	0.172510624365489	0.0280375698457548	5.9948662185052	1.60010738377809
NA18923	19.087078651685392	0.148505951480513	-0.00811931017515836	7.02981152885246	-0.169560678961927
NA20812	21.119318181818187	0.186062020857757	0.0371779905174566	6.94950358148962	2.02711928821578
HG00250	19.858381502890172	0.249919875928192	0.105888237307699	7.226866137562919	3.0480135763017597
HG00256	20.40254237288136	0.12332183615810903	0.016286300562362	6.1505163842848205	0.925938507166891
HG00262	25.89080459770115	0.183309799619042	0.0347192095551464	5.98574425590448	0.406234993131221
NA12348	22.614406779661017	0.21177430244122605	0.0566581038036099	7.6124331559941	1.86354045847244
NA18858	20.164772727272727	0.132105738808868	0.0949656971028199	7.143605383291532	0.742520082971918
NA20754	20.31843575418994	0.356140294122423	0.0521177330802158	7.86006185272148	1.1823325274786698
NA12775	20.508802816901408	0.0586930762545867	-0.0020468347971473607	6.03809369918608	0.178969180462746
NA20510	20.6878612716763	0.125861050805142	0.063608390943243	6.6975970543396	3.86008259296324
NA11930	23.37142857142857	0.294781363803976	0.0253474646090685	5.88514391194377	-0.270802265028725
NA19138	17.738636363636363	0.268020433187466	0.13189334401269198	6.0438645836721205	2.80619682034423
NA18499	18.277559055118104	0.14460371988353	0.0806988939804659	7.13109053485696	0.5933219506206121
NA19093	26.290697674418613	0.19469388500111606	0.22932317981061	5.1748096378243496	1.82376772938205
HG00367	28.115606936416178	0.141740013071539	0.0521544544504047	7.569427463989348	1.05158620790109
NA19108	19.5	0.533940714663238	0.118299221710844	7.09353836440156	4.9270798572374295
NA19200	17.0	0.21173959399925	0.0946891121795003	4.65174401661063	4.97561812289706
HG00278	21.0	0.0929846369407405	0.077098316640683	8.668364605137059	1.97996714865433
HG00309	20.231213872832374	0.1277739608889	0.0196825792668555	6.7644141559628785	0.656985893802799
HG00139	22.40462427745665	0.147802900042886	0.008676740780840091	5.40401068349187	1.40671533155252
NA19098	20.5	0.13432528509914302	0.0425969582738342	6.83139158890638	0.0757807593207287
HG00271	17.580459770114945	0.22502714074918104	0.0468502443593975	6.1667163808225585	2.66140978859015
NA20520	18.625	0.105583780758494	-0.000792478874839783	6.69495970419521	1.77283988915419
HG00246	19.720170454545453	0.141455814148741	0.00514825470014536	4.743917272568191	1.13567178935351
NA12045	24.40804597701149	0.241293750460422	0.0203453093239965	6.967255651022871	3.66683187318981
NA12889	18.98275862068965	0.148713270374269	0.0576585371384945	5.52333877988376	1.37371878219275
HG00276	17.325714285714287	0.178033084461215	0.0491106140639128	7.555393868318808	0.733112885992136
NA12830	22.428571428571423	0.193895777327237	0.40544492452218	9.64094037285464	1.9486716238553
NA18519	17.5	0.0671903094753291	0.0729569595823018	5.59554276233426	0.895863475386131
NA06984	25.7456647398844	0.0702530964854757	0.0990755993774413	8.05381231163939	1.15896586665158
HG00320	18.028901734104046	0.0996407451966339	0.0383704221546463	6.406635276396751	0.767572816228359
NA19223	23.71098265895954	0.07223555934603301	0.0370649783788972	6.12292618184284	0.0159405371027257
NA19107	18.77222222222222	0.0422902306786903	0.0342933009109356	5.27340263557703	2.9517920275708995
HG00382	17.270114942528735	0.0961995022598433	0.0497393874222424	7.326056662871982	1.16627026803431
HG00119	22.873563218390803	0.15534405582492095	0.0295529946758989	7.977169912876849	1.08934209159496
